capability_id,kind,value,score,decision
DEC-003,api,POST /api/v1/decisions/{decision_id}/review @ services/sahool-platform/api/routers/decision_review.py:107,2,applied
DEC-003,api,POST /api/v1/dispatch-authorizations/{dispatch_authorization_id}/execute @ services/sahool-platform/api/routers/decision_review.py:393,2,applied
DEC-003,api,POST /api/v1/execution-plans/{execution_plan_id}/authorize-dispatch @ services/sahool-platform/api/routers/decision_review.py:328,2,applied
DEC-003,api,POST /api/v1/execution-requests/{execution_request_id}/verify-outcome @ services/sahool-platform/api/routers/decision_review.py:460,2,applied
DEC-003,api,POST /api/v1/learning/activation-commands/{activation_command_id}/claim @ services/sahool-platform/api/routers/decision_review.py:831,2,applied
DEC-003,api,POST /api/v1/learning/activation-commands/{activation_command_id}/receipt @ services/sahool-platform/api/routers/decision_review.py:868,2,applied
DEC-003,api,POST /api/v1/learning/activation-receipts/{activation_receipt_id}/rollback-command @ services/sahool-platform/api/routers/decision_review.py:900,2,applied
DEC-003,api,POST /api/v1/learning/activation-requests @ services/sahool-platform/api/routers/decision_review.py:729,2,applied
DEC-003,api,POST /api/v1/learning/activation-requests/{activation_request_id}/review @ services/sahool-platform/api/routers/decision_review.py:777,2,applied
DEC-003,api,POST /api/v1/learning/evaluation-runs @ services/sahool-platform/api/routers/decision_review.py:633,2,applied
DEC-003,api,POST /api/v1/learning/promotion-decisions @ services/sahool-platform/api/routers/decision_review.py:684,2,applied
DEC-003,api,POST /api/v1/outcomes/{outcome_id}/learning-attribution @ services/sahool-platform/api/routers/decision_review.py:523,2,applied
DEC-003,api,POST /v1/approvals/approve @ services/ai_agronomist/main.py:146,2,applied
DEC-003,api,POST /v1/approve/{workflow_id} @ services/guardrails-engine/routers/validation.py:42,2,applied
DEC-003,api,POST /v1/decisions/{decision_id}/review @ services/decision-service/main.py:721,3,applied
DEC-003,api,POST /v1/learning/activation-requests/{activation_request_id}/review @ services/decision-service/main.py:2143,3,applied
DEC-003,api,POST /v1/soil/sampling-plans/{plan_id}/approve @ services/soil-service/routers/p1_products.py:100,2,applied
DEC-003,service,services/decision-service/main.py,10,applied
DEC-003,test,services/decision-service/tests/test_wx10_7_decision_review.py,3,applied
DEC-003,test,services/decision-service/tests/test_wx10_8_review_queue.py,3,applied
DEC-003,test,services/decision-service/tests/test_wx11_5_model_activation_approval.py,3,applied
DEC-003,test,services/sahool-platform/tests/test_decision_approve_permission.py,3,applied
DEC-003,test,services/sahool-platform/tests/test_decision_review_endpoint.py,3,applied
DEC-003,test,services/sahool-platform/tests/test_decision_review_queue_endpoint.py,3,applied
DEC-003,test,services/sahool-platform/tests/test_mcp_streaming_review_artifacts.py,3,applied
DEC-003,test,services/sahool-platform/tests/test_review_fixes.py,3,applied
DEC-003,test,services/vegetation-analysis-service/test_rs_review_hardening.py,3,applied
DEC-003,test,tests_v9/test_ai_approval_audit_v55.py,3,applied
DEC-003,test,tests_v9/test_ai_approval_endpoints_v58.py,3,applied
DEC-003,test,tests_v9/test_ai_rag_pre_adoption_review.py,3,applied
DEC-003,test,tests_v9/test_copilot_review_876_regressions.py,3,applied
DEC-003,test,tests_v9/test_decision_review_backfill_verify.py,3,applied
DEC-003,test,tests_v9/test_decision_review_boundary_guard.py,3,applied
DEC-003,test,tests_v9/test_security_review_fixes.py,3,applied
DEC-004,api,GET /v1/execution-requests @ services/decision-service/main.py:1751,5,applied
DEC-004,api,GET /v1/execution-requests/recovery @ services/decision-service/main.py:1780,5,applied
DEC-004,api,POST /api/v1/dispatch-authorizations/{dispatch_authorization_id}/execute @ services/sahool-platform/api/routers/decision_review.py:393,4,applied
DEC-004,api,POST /api/v1/execution-requests/{execution_request_id}/verify-outcome @ services/sahool-platform/api/routers/decision_review.py:460,4,applied
DEC-004,api,POST /v1/execution-requests/{execution_request_id}/claim @ services/decision-service/main.py:1802,5,applied
DEC-004,api,POST /v1/execution-requests/{execution_request_id}/receipt @ services/decision-service/main.py:1834,5,applied
DEC-004,api,POST /v1/execution-requests/{execution_request_id}/remote-sensing-outcome @ services/vegetation-analysis-service/routers/outcomes.py:67,4,applied
DEC-004,api,POST /v1/execution-requests/{execution_request_id}/verify-outcome @ services/decision-service/main.py:1880,5,applied
DEC-004,service,services/decision-service/main.py,10,applied
DEC-004,test,services/decision-service/tests/test_execution_request_feed.py,5,applied
DEC-004,test,services/decision-service/tests/test_wx10_11_execution_request.py,5,applied
DEC-004,test,tests_v9/test_wx10_11_execution_request_contract.py,5,applied
DEC-005,api,GET /api/v1/decision/dispatch/decisions @ services/sahool-platform/api/routers/decision_dispatch.py:492,2,applied
DEC-005,api,GET /api/v1/decision/dispatch/queue @ services/sahool-platform/api/routers/decision_dispatch.py:524,2,applied
DEC-005,api,GET /api/v1/decision/ledger @ services/sahool-platform/api/routers/decision_dispatch.py:676,2,applied
DEC-005,api,GET /v1/dispatch/decisions @ services/decision-service/main.py:913,3,applied
DEC-005,api,POST /api/v1/decision/dispatch/consume @ services/sahool-platform/api/routers/decision_dispatch.py:444,2,applied
DEC-005,api,POST /api/v1/decision/dispatch/evaluate @ services/sahool-platform/api/routers/decision_dispatch.py:198,2,applied
DEC-005,api,POST /api/v1/decision/dispatch/execute @ services/sahool-platform/api/routers/decision_dispatch.py:247,2,applied
DEC-005,api,POST /api/v1/decision/ledger @ services/sahool-platform/api/routers/decision_dispatch.py:580,2,applied
DEC-005,api,POST /api/v1/decision/unified @ services/sahool-platform/api/routers/decision_dispatch.py:129,2,applied
DEC-005,api,POST /api/v1/dispatch-authorizations/{dispatch_authorization_id}/execute @ services/sahool-platform/api/routers/decision_review.py:393,6,applied
DEC-005,api,POST /api/v1/execution-plans/{execution_plan_id}/authorize-dispatch @ services/sahool-platform/api/routers/decision_review.py:328,2,applied
DEC-005,api,POST /v1/dispatch-authorizations/{dispatch_authorization_id}/execute @ services/decision-service/main.py:1220,7,applied
DEC-005,api,POST /v1/dispatch/decisions @ services/decision-service/main.py:854,3,applied
DEC-005,api,POST /v1/execution-plans/{execution_plan_id}/authorize-dispatch @ services/decision-service/main.py:1152,3,applied
DEC-005,api,POST /v1/learning/retraining-requests/{retraining_request_id}/dispatch-receipt @ services/decision-service/main.py:2696,3,applied
DEC-005,api,POST /v1/phase9/autonomy/iot/dispatch/preview @ services/sahool-platform/api/phase9_autonomous_farm_os.py:217,2,applied
DEC-005,api,POST /v1/phase9/autonomy/iot/dispatch/simulate @ services/sahool-platform/api/phase9_autonomous_farm_os.py:230,2,applied
DEC-005,api,POST /v1/reservation-dispatch-intents @ services/decision-service/main.py:1279,3,applied
DEC-005,service,services/decision-service/main.py,10,applied
DEC-005,test,services/actuator-service/test_dispatch_bridge.py,3,applied
DEC-005,test,services/decision-service/tests/test_gate_b_reservation_dispatch_inbox.py,3,applied
DEC-005,test,services/decision-service/tests/test_wx10_10_dispatch_authorization.py,7,applied
DEC-005,test,services/sahool-platform/tests/test_decision_dispatch.py,3,applied
DEC-005,test,services/sahool-platform/tests/test_decision_dispatch_endpoint.py,3,applied
DEC-005,test,services/sahool-platform/tests/test_dispatch_executor.py,3,applied
DEC-005,test,services/sahool-platform/tests/test_dispatch_lifecycle.py,3,applied
DEC-005,test,services/sahool-platform/tests/test_dispatch_notification.py,3,applied
DEC-005,test,services/sahool-platform/tests/test_s5_exec_01_dispatch_cutover.py,3,applied
DEC-005,test,tests/irrigation/test_gate_b_dispatch_relay_and_contract.py,3,applied
DEC-005,test,tests/irrigation/test_gate_b_dispatch_relay_worker.py,3,applied
DEC-005,test,tests_v9/test_command_dispatch_race_v65.py,3,applied
DEC-005,test,tests_v9/test_dispatch_decisions_integration.py,3,applied
DEC-005,test,tests_v9/test_dispatch_events.py,3,applied
DEC-005,test,tests_v9/test_dispatch_hardening_ledger_integration.py,3,applied
DEC-005,test,tests_v9/test_offline_dispatch_field_update.py,3,applied
DEC-005,test,tests_v9/test_wx10_10_dispatch_authorization_contract.py,7,applied
DEC-006,api,POST /v1/execution-requests/{execution_request_id}/receipt @ services/decision-service/main.py:1834,5,applied
DEC-006,service,services/decision-service/main.py,10,applied
DEC-006,test,services/decision-service/tests/test_wx10_11b_execution_delivery_receipt.py,3,applied
DEC-006,test,tests_v9/test_wx10_11b_execution_delivery_receipt_contract.py,3,applied
DEC-007,api,POST /api/v1/decision/ledger @ services/sahool-platform/api/routers/decision_dispatch.py:580,2,applied
DEC-007,api,POST /api/v1/execution-requests/{execution_request_id}/verify-outcome @ services/sahool-platform/api/routers/decision_review.py:460,2,applied
DEC-007,api,POST /api/v1/outcome/measure @ services/sahool-platform/api/routers/outcome.py:43,2,applied
DEC-007,api,POST /api/v1/outcome/record @ services/sahool-platform/api/routers/decision_record.py:453,2,applied
DEC-007,api,POST /api/v1/outcomes/{outcome_id}/learning-attribution @ services/sahool-platform/api/routers/decision_review.py:523,2,applied
DEC-007,api,POST /api/v1/recommendations/outcomes @ services/sahool-platform/api/routers/recommendations.py:441,2,applied
DEC-007,api,POST /v1/execution-requests/{execution_request_id}/remote-sensing-outcome @ services/vegetation-analysis-service/routers/outcomes.py:67,2,applied
DEC-007,api,POST /v1/execution-requests/{execution_request_id}/verify-outcome @ services/decision-service/main.py:1880,3,applied
DEC-007,api,POST /v1/fields/{field_id}/soil/outcomes @ services/soil-service/routers/p4_workflow.py:95,2,applied
DEC-007,api,POST /v1/outcomes/record @ services/decision-service/main.py:927,3,applied
DEC-007,api,POST /v1/outcomes/{outcome_id}/learning-attribution @ services/decision-service/main.py:1938,3,applied
DEC-007,api,POST /v1/outcomes/{outcome_id}/remote-sensing-attribution @ services/vegetation-analysis-service/routers/outcomes.py:88,2,applied
DEC-007,api,POST /v1/recommendation-outcomes @ services/decision-service/main.py:954,3,applied
DEC-007,service,services/decision-service/main.py,10,applied
DEC-007,test,services/decision-service/tests/test_outcome_reconcile.py,3,applied
DEC-007,test,services/decision-service/tests/test_s5_exec_01_outcome_record_idempotency.py,5,applied
DEC-007,test,services/decision-service/tests/test_wx10_12_execution_outcome.py,3,applied
DEC-007,test,services/sahool-platform/tests/test_outcome_endpoint.py,3,applied
DEC-007,test,services/sahool-platform/tests/test_outcome_reconciler.py,3,applied
DEC-007,test,services/sahool-platform/tests/test_p1_decision_outcome_learning_bridge_guard.py,3,applied
DEC-007,test,services/sahool-platform/tests/test_s5_exec_01_outcome_record_cutover.py,5,applied
DEC-007,test,services/sahool-platform/tests/test_s5_exec_01_recommendation_outcome_cutover.py,3,applied
DEC-007,test,tests_v9/test_outcome_measurement.py,3,applied
DEC-007,test,tests_v9/test_run_outcome_guard.py,3,applied
DEC-008,api,POST /api/v1/outcomes/{outcome_id}/learning-attribution @ services/sahool-platform/api/routers/decision_review.py:523,6,applied
DEC-008,api,POST /v1/fields/{field_id}/soil/learning-attributions @ services/soil-service/routers/p4_workflow.py:114,4,applied
DEC-008,api,POST /v1/outcomes/{outcome_id}/learning-attribution @ services/decision-service/main.py:1938,7,applied
DEC-008,api,POST /v1/outcomes/{outcome_id}/remote-sensing-attribution @ services/vegetation-analysis-service/routers/outcomes.py:88,2,applied
DEC-008,service,services/decision-service/main.py,10,applied
DEC-008,test,services/decision-service/tests/test_wx10_13_learning_attribution.py,7,applied
DEC-009,api,DELETE /api/v1/calibration/{region}/override @ services/sahool-platform/api/routers/calibration.py:571,2,applied
DEC-009,api,GET /api/v1/calibration @ services/sahool-platform/api/routers/calibration.py:95,2,applied
DEC-009,api,GET /api/v1/calibration/overrides/all @ services/sahool-platform/api/routers/calibration.py:538,2,applied
DEC-009,api,GET /api/v1/calibration/{region} @ services/sahool-platform/api/routers/calibration.py:106,2,applied
DEC-009,api,GET /api/v1/calibration/{region}/audit @ services/sahool-platform/api/routers/calibration.py:617,2,applied
DEC-009,api,GET /api/v1/calibration/{region}/evidence/persisted @ services/sahool-platform/api/routers/calibration.py:144,2,applied
DEC-009,api,GET /api/v1/calibration/{region}/resolved @ services/sahool-platform/api/routers/calibration.py:509,2,applied
DEC-009,api,GET /api/v1/learning/calibration-dataset @ services/sahool-platform/api/routers/decision_review.py:579,2,applied
DEC-009,api,GET /api/v1/learning/prediction-calibration @ services/sahool-platform/api/routers/learning.py:114,2,applied
DEC-009,api,GET /v1/learning/calibration-dataset @ services/decision-service/main.py:1972,3,applied
DEC-009,api,POST /api/v1/calibration/feedback @ services/sahool-platform/api/routers/calibration.py:196,2,applied
DEC-009,api,POST /api/v1/calibration/{region}/adapt @ services/sahool-platform/api/routers/calibration.py:214,2,applied
DEC-009,api,POST /api/v1/calibration/{region}/adapt-from-evidence @ services/sahool-platform/api/routers/calibration.py:247,2,applied
DEC-009,api,POST /api/v1/calibration/{region}/adapt-from-evidence/apply @ services/sahool-platform/api/routers/calibration.py:302,2,applied
DEC-009,api,POST /api/v1/calibration/{region}/evidence @ services/sahool-platform/api/routers/calibration.py:124,2,applied
DEC-009,api,POST /api/v1/calibration/{region}/override @ services/sahool-platform/api/routers/calibration.py:443,2,applied
DEC-009,api,POST /api/v1/calibration/{region}/propose-values @ services/sahool-platform/api/routers/calibration.py:420,2,applied
DEC-009,api,POST /api/v1/learning/evaluation-runs @ services/sahool-platform/api/routers/decision_review.py:633,2,applied
DEC-009,api,POST /v1/learning/evaluation-runs @ services/decision-service/main.py:2014,3,applied
DEC-009,api,POST /v1/soil/calibrations/build @ services/soil-service/routers/p5_certification.py:58,2,applied
DEC-009,api,POST /v1/soil/calibrations/{calibration_id}/evaluate @ services/soil-service/routers/p5_certification.py:92,2,applied
DEC-009,service,services/decision-service/main.py,10,applied
DEC-009,test,services/decision-service/tests/test_wx11_1_calibration_dataset.py,3,applied
DEC-009,test,services/sahool-platform/tests/test_calibration_audit_endpoint.py,3,applied
DEC-009,test,services/sahool-platform/tests/test_calibration_endpoint.py,3,applied
DEC-009,test,services/sahool-platform/tests/test_calibration_override_endpoints.py,3,applied
DEC-009,test,services/sahool-platform/tests/test_nutrient_calibration.py,3,applied
DEC-009,test,services/sahool-platform/tests/test_prediction_calibration.py,3,applied
DEC-009,test,tests_v9/test_adaptive_calibration.py,3,applied
DEC-009,test,tests_v9/test_calibration.py,3,applied
DEC-009,test,tests_v9/test_calibration_audit_events.py,3,applied
DEC-009,test,tests_v9/test_calibration_audit_migration.py,3,applied
DEC-009,test,tests_v9/test_calibration_ingest.py,3,applied
DEC-009,test,tests_v9/test_calibration_override.py,3,applied
DEC-009,ui,frontend/src/services/api/calibration.ts,2,applied
DEC-010,api,POST /api/v1/learning/activation-receipts/{activation_receipt_id}/rollback-command @ services/sahool-platform/api/routers/decision_review.py:900,2,applied
DEC-010,api,POST /api/v1/learning/activation-requests @ services/sahool-platform/api/routers/decision_review.py:729,4,applied
DEC-010,api,POST /api/v1/learning/activation-requests/{activation_request_id}/review @ services/sahool-platform/api/routers/decision_review.py:777,4,applied
DEC-010,api,POST /api/v1/learning/promotion-decisions @ services/sahool-platform/api/routers/decision_review.py:684,2,applied
DEC-010,api,POST /v1/learning/activation-receipts/{activation_receipt_id}/rollback-command @ services/decision-service/main.py:2280,3,applied
DEC-010,api,POST /v1/learning/activation-requests @ services/decision-service/main.py:2100,5,applied
DEC-010,api,POST /v1/learning/promotion-decisions @ services/decision-service/main.py:2064,3,applied
DEC-010,api,POST /v1/learning/rollback-commands/{rollback_command_id}/claim @ services/decision-service/main.py:2317,3,applied
DEC-010,api,POST /v1/learning/rollback-commands/{rollback_command_id}/receipt @ services/decision-service/main.py:2353,3,applied
DEC-010,api,POST /v1/phase10/learning/models/promote @ services/sahool-platform/api/phase10_continuous_learning.py:162,2,applied
DEC-010,api,POST /v1/phase10/learning/models/serving/rollback @ services/sahool-platform/api/phase10_continuous_learning.py:291,2,applied
DEC-010,service,services/decision-service/main.py,10,applied
DEC-010,test,services/decision-service/tests/test_wx11_3_model_promotion_decision.py,3,applied
DEC-010,test,services/decision-service/tests/test_wx11_4_model_activation_request.py,5,applied
DEC-010,test,services/decision-service/tests/test_wx11_5_model_activation_approval.py,5,applied
DEC-010,test,services/sahool-platform/tests/test_p0_3_decision_sor_shadow_promotion_guard.py,3,applied
DEC-010,test,services/sahool-platform/tests/test_practice_promotion.py,3,applied
DEC-010,test,tests/architecture/test_runtime_verification_promotion_workflow.py,3,applied
FM-001,api,DELETE /v1/auth/invitations/{invitation_id} @ services/auth/routers/invitations.py:195,3,applied
FM-001,api,GET /api/v1/auth/me @ services/sahool-platform/api/routers/auth.py:91,2,applied
FM-001,api,GET /api/v1/tenant/config @ services/sahool-platform/api/routers/tenant.py:29,2,applied
FM-001,api,GET /health @ services/auth/routers/ops.py:27,3,applied
FM-001,api,GET /healthz @ services/auth/routers/ops.py:27,3,applied
FM-001,api,GET /metrics @ services/auth/routers/ops.py:21,3,applied
FM-001,api,GET /readyz @ services/auth/routers/ops.py:32,3,applied
FM-001,api,GET /runtime-identity @ services/auth/main.py:400,3,applied
FM-001,api,GET /v1/analytics/{tenant_id} @ services/mcp_servers/market_server.py:691,2,applied
FM-001,api,GET /v1/auth/edge-sign @ services/auth/routers/season_edge_sign.py:41,3,applied
FM-001,api,GET /v1/auth/invitations @ services/auth/routers/invitations.py:84,3,applied
FM-001,api,GET /v1/auth/me @ services/auth/routers/session.py:211,3,applied
FM-001,api,GET /v1/auth/users @ services/auth/routers/users.py:22,3,applied
FM-001,api,GET /v1/auth/verify @ services/auth/routers/email_verify.py:97,3,applied
FM-001,api,GET /v1/auth/verify/status @ services/auth/routers/email_verify.py:107,3,applied
FM-001,api,PATCH /v1/auth/users/{user_id}/deactivate @ services/auth/routers/users.py:73,3,applied
FM-001,api,PATCH /v1/auth/users/{user_id}/role @ services/auth/routers/users.py:31,3,applied
FM-001,api,POST /api/v1/auth/login @ services/sahool-platform/api/routers/auth.py:47,2,applied
FM-001,api,POST /api/v1/auth/logout @ services/sahool-platform/api/routers/auth.py:104,2,applied
FM-001,api,POST /api/v1/auth/signup @ services/sahool-platform/api/routers/auth.py:132,2,applied
FM-001,api,POST /v1/auth/change-password @ services/auth/routers/registration.py:74,3,applied
FM-001,api,POST /v1/auth/invitations @ services/auth/routers/invitations.py:25,3,applied
FM-001,api,POST /v1/auth/invitations/accept @ services/auth/routers/invitations.py:115,3,applied
FM-001,api,POST /v1/auth/login @ services/auth/routers/session.py:24,3,applied
FM-001,api,POST /v1/auth/logout @ services/auth/routers/session.py:167,3,applied
FM-001,api,POST /v1/auth/mfa/activate @ services/auth/routers/mfa.py:66,3,applied
FM-001,api,POST /v1/auth/mfa/disable @ services/auth/routers/mfa.py:136,3,applied
FM-001,api,POST /v1/auth/mfa/setup @ services/auth/routers/mfa.py:19,3,applied
FM-001,api,POST /v1/auth/password-reset/confirm @ services/auth/routers/password_reset.py:41,3,applied
FM-001,api,POST /v1/auth/password-reset/request @ services/auth/routers/password_reset.py:21,3,applied
FM-001,api,POST /v1/auth/refresh @ services/auth/routers/session.py:125,3,applied
FM-001,api,POST /v1/auth/register @ services/auth/routers/registration.py:19,3,applied
FM-001,api,POST /v1/auth/tenants @ services/auth/routers/tenants.py:40,5,applied
FM-001,api,POST /v1/auth/verify/confirm @ services/auth/routers/email_verify.py:55,3,applied
FM-001,api,POST /v1/auth/verify/request @ services/auth/routers/email_verify.py:22,3,applied
FM-001,api,POST /v1/learning/runtime-workers/{worker_id}/tenants @ services/decision-service/main.py:2601,2,applied
FM-001,mobile,mobile/sahool_app/lib/services/auth_service.dart,2,applied
FM-001,service,services/auth/main.py,10,applied
FM-001,service,services/field-management-service/main.py,10,applied
FM-001,test,mobile/sahool_app/test/auth_service_test.dart,3,applied
FM-001,test,scripts_v9/test_tenant_isolation.sql,3,applied
FM-001,test,services/auth/tests/__init__.py,3,applied
FM-001,test,services/auth/tests/test_router_decomposition_guard.py,3,applied
FM-001,test,services/raster-service/test_process_date_tenant_isolation.py,3,applied
FM-001,test,services/raster-service/test_tenant_guc_session_scope_guard.py,3,applied
FM-001,test,services/raster-service/test_tenant_propagation.py,3,applied
FM-001,test,services/raster-service/test_tile_tenant_query.py,3,applied
FM-001,test,services/sahool-platform/tests/test_fields_tenant_arg_completeness_guard.py,3,applied
FM-001,test,services/sahool-platform/tests/test_route_auth_matrix_guard.py,3,applied
FM-001,test,services/sahool-platform/tests/test_tenant_audit.py,3,applied
FM-001,test,services/sahool-platform/tests/test_tenant_config.py,3,applied
FM-001,test,tests_v9/auth_route_source.py,2,applied
FM-001,test,tests_v9/test_auth_acquire_admin_context_guard.py,3,applied
FM-001,test,tests_v9/test_auth_admin_stepup_mfa.py,3,applied
FM-001,test,tests_v9/test_auth_e2e.py,3,applied
FM-001,test,tests_v9/test_auth_main_decomposition_guard.py,3,applied
FM-001,test,tests_v9/test_auth_mfa_enforcement.py,3,applied
FM-001,test,tests_v9/test_auth_rls_and_routing.py,3,applied
FM-001,test,tests_v9/test_auth_rs256_production.py,3,applied
FM-001,test,tests_v9/test_auth_service.py,3,applied
FM-001,test,tests_v9/test_auth_session_revocation.py,3,applied
FM-001,test,tests_v9/test_auth_signup_owner.py,3,applied
FM-001,test,tests_v9/test_compose_auth_sink_guard.py,3,applied
FM-001,test,tests_v9/test_decision_consistency_auth.py,3,applied
FM-001,test,tests_v9/test_dev_gateway_raster_tile_auth_guard.py,3,applied
FM-001,test,tests_v9/test_endpoint_auth_coverage.py,3,applied
FM-001,test,tests_v9/test_mcp_auth_first_contract.py,3,applied
FM-001,test,tests_v9/test_mcp_generic_context_auth.py,3,applied
FM-001,test,tests_v9/test_nginx_tenant_injection_guard.py,3,applied
FM-001,test,tests_v9/test_notification_tenant_isolation.py,3,applied
FM-001,test,tests_v9/test_odoo_bridge_tenant_honesty.py,3,applied
FM-001,test,tests_v9/test_operation_report_tenant_authz.py,3,applied
